artist_id,artist_name,artist_latitude,artist_longitude,artist_location,artist_familiarity,artist_hotttnesss,song_id,song_title,song_hotttnesss,song_release_year,duration,end_of_fade_in,key,key_confidence,loudness,mode,mode_confidence,start_of_fade_out,tempo,time_signature,time_signature_confidence,track_id,album_name
ARGSJW91187B9B1D6B,JennyAnyKind,35.21962,-80.01955,North Carolina,0.36003116,0.29626894,SOQHXMF12AB0182363,Young Boy Blues,0.0,1994,218.77505,2.125,5.0,0.354,-10.021,0.0,0.485,207.012,146.765,1.0,0.0,TRAAAVO128F93133D4,I Need You
ARC43071187B990240,Wayne Watson,36.1456,-82.4116,"Wisner, LA",0.5451593,0.35155585,SOKEJEJ12A8C13E0D0,The Urgency (LP Version),0.26586103,2004,245.21098,0.357,7.0,0.07,-7.545,1.0,0.686,227.48,117.975,4.0,0.835,TRAABCL128F4286650,The Way Home
ARL7K851187B99ACD2,Andy Andy,,,,0.577509,0.37948218,SOMUYGI12AB0188633,La Culpa,0.0,2009,226.35057,0.0,9.0,0.205,-6.632,1.0,0.305,221.553,130.04,4.0,0.0,TRAABDL12903CAABBA,Placer & Castigo
ARHHO3O1187B989413,Bob Azzam,,,,0.08551205,0.25193653,SORAMLE12AB017C8B0,Auguri Cha Cha,0.0,2003,191.8428,0.38,10.0,0.0,-7.75,0.0,0.198,188.424,137.334,1.0,0.319,TRAABJL12903CDCF1A,Arrivederci
ARIK43K1187B9AE54C,Lionel Richie,0.3854,9.458,"Beverly Hills, CA",0.7766759,0.553072,SOBONFF12A6D4F84D8,Tonight Will Be Alright,0.0,1986,307.3824,0.612,3.0,0.524,-8.346,1.0,0.533,296.658,125.197,3.0,0.211,TRAABJV128F1460C49,Dancing On The Ceiling
ARD842G1187B997376,Blue Rodeo,43.64856,-79.38533,"Toronto, Ontario, Canada",0.63642365,0.4479355,SOHUOAP12A8AE488E9,Floating,0.40511572,1987,491.12772,0.0,7.0,1.0,-8.576,1.0,0.829,486.034,119.826,4.0,0.756,TRAABLR128F423B7E3,Outskirts
ARIG6O41187B988BDD,Richard Souther,37.16793,-95.84502,United States,0.41994315,0.33080634,SOUQQEA12A8C134B1B,High Tide,0.33470654,1993,228.5971,0.223,8.0,0.041,-16.11,1.0,0.516,217.426,127.756,5.0,0.579,TRAABNV128F425CEE1,Cross Currents
AR1ZHYZ1187FB3C717,Faiz Ali Faiz,,,,0.36328056,0.3066761,SOILPQQ12AB017E82A,Sohna Nee Sohna Data,0.754274,1999,599.24854,1.193,6.0,0.06,-8.032,1.0,0.346,591.999,99.273,4.0,0.158,TRAABRB128F9306DD5,Panjtan Ka Ghulam
ARYKCQI1187FB3B18F,Tesla,,,,0.70719975,0.5134633,SOXLBJT12A8C140925,Caught In A Dream,0.6841362,2004,290.2983,0.145,7.0,0.725,-5.271,1.0,0.756,285.605,150.062,4.0,0.931,TRAABVM128F92CA9DC,Gold
ARNPAGP1241B9C7FD4,lextrical,,,,0.32031438,0.0,SOZVMJI12AB01808AF,Synthetic Dream,0.0,2004,165.69424,0.162,7.0,0.011,-6.787,1.0,0.568,157.391,138.331,4.0,0.127,TRAABXG128F9318EBD,Whatever Happened To Boredom?
ARQGYP71187FB44566,Jimmy Wakely,34.31109,-94.02978,"Mineola, AR",0.39413854,0.29153973,SOWTBJW12AC468AC6E,Broken-Down Merry-Go-Round,0.0,1995,151.84933,2.827,1.0,0.799,-15.221,1.0,0.716,146.199,86.186,3.0,0.929,TRAABYN12903CFD305,1942-1952 Jimmy Wakely
ARI3BMM1187FB4255E,Alice Stuart,38.8991,-77.029,Washington,0.48981628,0.32855302,SOBEBDG12A58A76D60,Kassie Jones,0.0,1991,220.78648,0.206,11.0,0.809,-8.514,1.0,0.521,207.656,110.382,1.0,0.192,TRAABYW128F4244559,All The Good Times
AR5KOSW1187FB35FF4,Elena,49.80388,15.47491,Dubai UAE,0.67742044,0.37825468,SOZCTXZ12AB0182364,Setanta matins,0.31356212,1983,269.58322,0.0,2.0,0.596,-8.05,1.0,0.666,256.168,111.874,4.0,1.0,TRAACCG128F92E8A55,Un cafe_ setanta matins
ARMAC4T1187FB3FA4C,The Dillinger Escape Plan,40.82624,-74.47995,"Morris Plains, NJ",0.8399628,0.54188895,SOBBUGU12A8C13E95D,Setting Fire to Sleeping Giants,0.66652787,2004,207.77751,0.061,7.0,0.381,-4.264,1.0,0.453,204.696,166.862,4.0,0.0,TRAACER128F4290F96,Miss Machine
AR47JEX1187B995D81,SUE THOMPSON,37.83721,-94.35868,"Nevada, MO",0.4354158,0.30624226,SOBLGCN12AB0183212,James (Hold The Ladder Steady),0.49529362,1985,124.86485,0.0,10.0,0.697,-12.332,1.0,0.541,115.74,137.522,4.0,0.0,TRAACFV128F935E50B,Sue Thompson - Her Very Best
ARGIWFO1187B9B55B7,Five Bolt Main,,,,0.6090637,0.36365137,SOPSWQW12A6D4F8781,Made Like This (Live),0.3759843,2000,225.0967,0.0,7.0,0.53,-5.908,1.0,0.512,225.097,164.672,1.0,0.0,TRAACHN128F1489601,Live
ARNTLGG11E2835DDB9,Clp,,,,0.5505137,0.42270565,SOZQDIU12A58A7BCF6,Superconfidential,0.88881356,2006,338.31137,0.0,6.0,0.687,-6.486,0.0,0.486,338.311,125.006,4.0,1.0,TRAACIW12903CC0F6D,Strictly Confidential
ARDNS031187B9924F0,Tim Wilson,32.67828,-83.22295,Georgia,0.4597971,0.3499126,SONYPOM12A8C13B2D7,I Think My Wife Is Running Around On Me (Taco Hell),0.0,2005,186.48772,1.083,5.0,0.762,-4.516,1.0,0.539,175.467,90.022,1.0,0.971,TRAACLV128F427E123,The Real Twang Thang
AROUOZZ1187B9ABE51,Willie Bobo,40.79195,-73.94512,"New York, NY [Spanish Harlem]",0.5888271,0.37967113,SOBZBAZ12A6D4F8742,Spanish Grease,0.0,1997,168.25424,0.2,8.0,0.812,-9.616,1.0,0.736,161.89,127.025,4.0,0.792,TRAACNS128F14A2DF5,Willie Bobo's Finest Hour
ARH4Z031187B9A71F2,Faye Adams,40.73197,-74.17418,"Newark, NJ",0.39645526,0.29923037,SOVYKGO12AB0187199,Crazy Mixed Up World,0.0,1961,156.39465,0.562,8.0,0.569,-18.051,1.0,0.495,150.634,95.957,3.0,0.689,TRAACOW128F933E35F,Shake A Hand
ARB29H41187B98F0EF,Terry Callier,41.88415,-87.63241,Chicago,0.7068277,0.41617307,SOGNCJP12A58A80271,Do You Finally Need A Friend,0.41373983,1972,342.56934,0.063,6.0,0.381,-11.939,1.0,0.538,333.154,110.189,3.0,0.353,TRAACPE128F421C1B9,Occasional Rain
AR1Y2PT1187FB5B9CE,John Wesley,27.94017,-82.32547,Brandon,0.56055796,0.4527895,SOLLHMX12AB01846DC,The Emperor Falls,0.37753165,2007,484.62323,28.172,4.0,0.283,-15.335,0.0,0.363,480.363,138.007,4.0,0.893,TRAACQT128F9331780,The Emperor Falls
ARAJPHH1187FB5566A,The Shangri-Las,40.7038,-73.83168,"Queens, NY",0.6408071,0.41821653,SOYTPEP12AB0180E7B,Twist and Shout,0.4432913,1964,164.80608,0.0,10.0,0.254,-10.922,1.0,0.042,156.177,130.1,1.0,0.0,TRAACSL128F93462F4,Best of The Shangri-Las
AR0RCMP1187FB3F427,Billie Jo Spears,30.08615,-94.10158,"Beaumont, TX",0.52371466,0.38461107,SOGXHEG12AB018653E,It Makes No Difference Now,0.0,1992,133.32854,0.0,4.0,0.384,-9.983,1.0,0.402,130.009,160.839,1.0,0.0,TRAACTB12903CAAF15,20 Of Her Best
AREBBGV1187FB523D2,Mike Jones (Featuring CJ_ Mello & Lil' Bran),29.7869,-95.3905,"Houston, TX",0.7936051,0.42631796,SOOLYAZ12A6701F4A6,Laws Patrolling (Album Version),0.0,1973,173.66159,0.0,7.0,0.299,-7.762,1.0,0.464,164.908,41.993,1.0,0.0,TRAACVS128E078BE39,Who Is Mike Jones?
ARGUVEV1187B98BA17,Sierra Maestra,,,,0.5015448,0.39273366,SOGOSOV12AF72A285E,¿Dónde va Chichi?,0.0,1997,313.12933,0.0,9.0,0.724,-9.512,1.0,0.364,307.688,189.646,3.0,0.674,TRAACZK128F4243829,Tibiri Tabara
ARPQ4Z01187FB3A736,Butthole Surfers,29.42449,-98.49462,"San Antonio, TX",0.8093238,0.48801985,SOJXVAH12A8C139700,"Barking Dogs (From ""Piouhgd"")",0.59394306,1999,450.8469,0.467,4.0,0.726,-9.063,0.0,0.367,426.104,130.586,4.0,0.42,TRAADDS128F425C68B,Piouhgd + Widowermaker!
ARNQAVF11F4C844C04,Despina Vandi,,,,0.63255954,0.41168895,SOVXMTN12A8C135A18,OUTE ENA EFHARISTO,0.5114243,2002,303.09833,0.067,8.0,0.532,-8.879,0.0,0.516,294.818,128.292,4.0,0.83,TRAADED128F42741FD,Profities
ARXUT4W1187FB48BEB,Javier Navarrete,,,,0.5975412,0.38265198,SORSECL12AB0182267,Midnight Swim,0.39439484,1995,128.83546,0.0,3.0,0.0,-17.699,1.0,0.251,121.423,90.932,3.0,1.0,TRAADEV128F9348C0A,Cracks
ARDD1RC1187B9B52B4,Jacob Young,,,,0.4954459,0.29486126,SOOGFBZ12AC3DF7FF2,In A Subtle Way,0.0,1993,456.3065,0.241,1.0,0.611,-19.478,1.0,0.546,451.315,89.667,4.0,0.747,TRAADHS12903CE70A9,Pieces Of Time
ARLGWFM1187FB4AC9F,Scarlet's Remains,34.05349,-118.24532,California - LA,0.52786505,0.39312193,SOMSBGZ12AB018C4CB,Spin,0.45099232,2007,198.73914,0.0,7.0,0.673,-7.469,1.0,0.579,193.016,115.061,4.0,0.731,TRAADIV12903CB15C1,The Palest Grey
ARWYVP51187B98C516,The Suicide Machines,42.33168,-83.04792,"Detroit, MI",0.6686745,0.46753845,SONYRZV12AB018AF70,Burning In The Aftermath,0.5287825,2003,95.68608,0.0,2.0,0.421,-2.022,1.0,0.589,87.806,115.887,4.0,0.744,TRAADLH12903CA70EE,A Match & Some Gasoline
ARFCUN31187B9AD578,The Rolling Stones,51.50632,-0.12714,"London, England",0.81482965,0.7357657,SONQBUB12A6D4F8ED0,Angie (1993 Digital Remaster),0.8344926,2005,271.49017,0.171,9.0,0.301,-10.358,0.0,0.392,263.784,139.333,1.0,0.0,TRAADLN128F14832E9,Jump Back - The Best Of The Rolling Stones_ '71-'93
AR6YDKV1187B989230,Roberto Torres,,,,0.48235604,0.35007858,SOHGKJW12AC468A8BD,Sabor Guajiro,0.0,1982,226.66405,0.311,0.0,0.863,-12.716,1.0,0.671,219.51,117.271,4.0,0.453,TRAADLR12903CF8D7E,Lo Mejor con La Orq. Broadway
ARV1JVD1187B9AD195,Loudon Wainwright III,35.91463,-79.05661,"Chapel Hill, NC",0.6610802,0.44276583,SOINBCU12A6D4F94C0,Human Cannonball,0.5101193,1995,190.48444,0.258,3.0,0.544,-15.663,1.0,0.596,177.029,102.428,4.0,0.496,TRAADLX128F1469250,Grown Man
AR7TTS41187B9B42D3,R.L. Burnside,34.36401,-89.51877,"Oxford, MS",0.7011809,0.46662888,SOTWVQT12A58A79650,Glory Be,0.4821376,2004,277.78568,0.24,2.0,0.0,-6.944,1.0,0.0,267.453,89.984,4.0,0.0,TRAADMH128F9343E59,A Bothered Mind
ART3O5Z1187B9AB043,Stevie Ray Vaughan,32.77815,-96.7954,"Dallas, TX",0.7337989,0.5442575,SOTSEJY12AB0180F56,Crossfire,0.23957752,1992,248.78975,0.183,1.0,0.754,-7.805,1.0,0.597,246.19,116.721,4.0,0.522,TRAADNA128F9331246,Greatest Hits
AR5U94U1187FB5CDCF,John Hammond,,,,0.59069294,0.45281783,SOTSETT12AB01863B8,I Can't Be Satisfied,0.24768971,2002,195.3171,0.0,7.0,0.98,-10.7,1.0,0.753,187.617,123.142,4.0,0.678,TRAADOF12903CAA1C1,Bluesman
ARRJNTE1187FB44E12,Casiotone For The Painfully Alone,,,,0.6653222,0.3942172,SOTUNMH12A6D4FA3E6,Nashville Parthenon,0.7858923,2006,175.72527,0.734,0.0,0.522,-10.93,1.0,0.474,168.699,141.919,4.0,0.445,TRAADQX128F422B4CF,Etiquette
AR6IRG41187B9A4D98,Ec8or,52.51607,13.37698,"Berlin, Germany",0.50407565,0.33457735,SOEPPKB12AB018418B,Cocain Ducks,0.7461609,1995,217.23383,1.042,10.0,0.005,-9.493,0.0,0.305,213.496,95.596,4.0,1.0,TRAADRN128F932D607,Ec8or
ARS1OWB1187B99EEAD,The New York Dolls,7.4458,151.85,"New York, NY",0.7176705,0.47930846,SOGKIWV12A6D4F86C4,Human Being,0.5616924,1974,344.05832,0.068,11.0,0.425,-9.253,1.0,0.486,335.029,154.953,1.0,0.0,TRAADVH128EF34DE7A,Too Much Too Soon
ARGMXQW1187FB54C34,Eliane Elias,-23.56287,-46.65466,"Sao Paulo, Brazil",0.6697262,0.42791426,SOPHYIS12AAF3B35A3,The More I See You,0.4348381,2009,251.42812,0.071,7.0,0.391,-12.009,1.0,0.319,237.598,86.091,5.0,0.551,TRAADYB128F92D7E73,Bossa Nova Stories
AROEL1B1187B988B90,Lost Boyz,29.7869,-95.3905,"South Jamaica, Queens",0.56974113,0.4122406,SOFHBAR12A6701D0FE,Certain Things We Do,0.40511572,1997,269.7922,0.218,7.0,0.715,-11.043,1.0,0.614,257.416,90.218,4.0,1.0,TRAADYI128E078FB38,Love_ Peace & Nappiness
AR8W8DN1187FB35ED0,The Germs,34.05349,-118.24532,"Los Angeles, CA",0.6400484,0.40439263,SOCPRKM12AB018A2FD,Forming,0.0,1977,206.05342,0.0,11.0,0.641,-11.506,0.0,0.597,206.053,133.144,1.0,0.0,TRAAEAM128F934B199,Germicide
ARUWLCL1187FB549B8,Yamandu Costa,,,,0.39777288,0.38347575,SOFGHAM12AB0186412,Mafuá,0.678729,1994,190.04036,0.0,2.0,0.105,-14.179,1.0,0.433,176.924,205.317,4.0,0.0,TRAAEDJ12903CCE390,Mafuá
AR3793X1187FB50CB3,Chris Rea,54.5804,-1.23,"Middlesbrough, England",0.64318275,0.50069135,SODHVES12A6701CE6B,Driving Home For Christmas,0.76772773,1986,241.162,0.549,9.0,0.222,-8.531,1.0,0.403,230.342,180.149,4.0,0.0,TRAAEEH128E0795DFE,The Road To Hell Part 2
ARINEWW1187FB5577E,Perrey And Kingsley,,,,0.41142106,0.33841482,SOXIATP12AAF3B2184,Spooks In Space,0.4348381,1966,122.64444,0.99,0.0,0.61,-8.541,0.0,0.489,109.627,102.538,4.0,0.869,TRAAELO128F9302DD1,Vanguard Visionaries
ARDGB6U1187FB3AD07,Eurythmics,51.50632,-0.12714,"London, England",0.7510076,0.5236991,SOGNQWU12A8AE4868F,Tous Les Garçons Et Les Filles,0.38293508,1985,207.0722,2.583,0.0,0.442,-6.629,1.0,0.371,202.757,84.164,4.0,0.853,TRAAEMJ128F425A917,Be Yourself Tonight
AR2J2WF1187FB46271,Francis Dunnery,54.48303,-3.53444,"Egremont, Cumbria, England",0.5485851,0.38352424,SOYQOFI12A6D4F76E1,Too Much Saturn,0.6104742,1995,300.79956,0.0,7.0,0.666,-13.33,1.0,0.658,298.347,124.175,4.0,0.698,TRAAENC128F1451DE9,Hometown 2001
ARUI8651187B9ACF52,John Cale,47.23,38.92,"Garnant, Wales",0.7493178,0.48165587,SOVOLGY12A6D4F822B,Movement 4 [from Kiss] (Album Version),0.22655532,1997,228.46649,0.0,7.0,0.458,-12.412,1.0,0.602,228.466,137.004,1.0,0.0,TRAAENP128F147BF32,Eat / Kiss: Music For The Films By Andy Warhol
AR89DTT1187B9A7ED5,Suzanne Ciani,37.77916,-122.42005,California - SF,0.6319467,0.38070452,SOMZCVH12AB0182B8E,Stream,0.4159831,1992,239.59465,0.311,7.0,0.527,-21.552,1.0,0.613,236.507,106.33,4.0,0.526,TRAAEOU128F9309DE0,The Ultimate Most Relaxing New Age Piano in the Universe
ARMD0G81187B99A519,Vickie Winans,,,,0.6539378,0.39685586,SONXJBL12AAF3B2C0C,Make Me Over,0.33470654,1995,228.93669,0.338,11.0,0.172,-8.686,0.0,0.369,219.574,107.961,4.0,1.0,TRAAERU128F930674F,Classic Gold: Best of All
AR0VZWC1187B99BA57,The Berzerker,-37.81753,144.96715,"Melbourne, Australia",0.6683706,0.45755392,SOYWZTU12AB0180E26,Deform (live),0.0,2000,165.61588,2.171,1.0,0.108,-6.222,1.0,0.256,165.616,174.287,3.0,0.132,TRAAEUB12903CDD3EA,The Berzerker
ARF2EHS1187B994F4E,Kings Of Leon,36.16778,-86.77836,"Nashville, Tennessee",0.84576887,0.78880596,SOLGHDZ12AB0183B11,Wicker Chair,0.6859402,2003,187.92444,0.328,0.0,0.612,-5.907,1.0,0.735,180.344,116.823,4.0,0.347,TRAAEWG128F930B3A4,Holy Roller Novocaine
ARZKRD01187FB45FD2,Edith Lefel,,,,0.40745565,0.3000465,SOTNTNJ12AAA15FBD6,An ti chans',0.0,2006,276.50568,0.299,0.0,0.29,-4.638,1.0,0.389,261.956,101.972,4.0,1.0,TRAAEXM128F92D47C8,Jeux de dames_ vol. 1 (réalisation Ronald Rubinel)
ARK4H5K1187B992F74,Taras,,,,0.4601713,0.18931487,SOXZXXV12AAF3B3A67,I Will Love Again (JJ's Club Radio),0.40511572,2003,200.25424,0.0,11.0,0.056,-5.884,0.0,0.283,194.844,127.97,4.0,0.0,TRAAFEB128F92F8694,I Will Love Again
AR06EB01187FB40150,NOFX,37.8723,-122.276,"Berkeley, CA",0.7788167,0.5542915,SOPIKEG12A58291636,Stickin In My Eye,0.67123604,1992,144.50893,0.237,4.0,0.093,-7.787,0.0,0.423,140.057,152.622,4.0,0.358,TRAAFJW128F428A424,White Trash ......
ARKPDBH1242077DEB1,Murskahumppa,,,,0.43588984,0.26803783,SOIRNBO12AC468D207,Ota kiinni,0.55691403,2003,285.1783,0.0,7.0,0.379,-8.488,1.0,0.401,275.853,110.787,3.0,1.0,TRAAFKJ12903D02552,Murskapunkkia
ARBJSO81187B9BA09B,Soda Stereo,,,,0.7111658,0.466827,SOSBDSF12AB0189007,Entre Caníbales,0.62616575,1990,246.69995,0.322,7.0,0.161,-9.603,1.0,0.205,224.049,112.903,4.0,1.0,TRAAFMS128F933AB23,Canción Animal
ARRC2JF1187B9B6A93,Bruce Rowland,-24.9162,133.39311,AUSTRALIA,0.4431624,0.30045447,SOIJXXM12A8C1416D6,Rosemary Recalls,0.0,1985,84.03546,0.328,7.0,0.469,-26.266,1.0,0.591,75.79,115.642,4.0,0.44,TRAAFON128F42926FB,The Man from Snowy River
ARNIFX51187FB418EA,Xcultures,,,,0.4004335,0.2662753,SOHMMMC12AB0181C42,Sudanese Dance,0.19923826,2000,273.5277,2.177,1.0,0.652,-6.305,1.0,0.694,268.893,125.013,4.0,1.0,TRAAFRU128F9339158,One World One People
ARCCRTI11F4C845308,White Heart,,,,0.47736475,0.33750728,SOVJXVJ12A8C13517D,Where The Thunder Roars (Tales Of Wonder Album Version),0.26586103,2008,298.84036,19.093,5.0,0.596,-9.998,1.0,0.567,289.46,113.277,4.0,0.872,TRAAFSM128F425A2C5,Tales Of Wonder
ARNVH8S1187FB52F86,Heavy D / McGruff,18.11526,-77.27348,"Jamaica, West Indies",0.6178701,0.3636681,SOFZCTA12AB0188D8F,Wanna Be A Player,0.23773395,1997,161.38403,0.165,5.0,0.665,-9.161,0.0,0.606,161.384,96.979,4.0,0.895,TRAAFUJ128F933F42B,Waterbed Hev
ARNLO5S1187B9B80CC,Van Halen,-8.65,115.22,"Pasadena, CA",0.74464124,0.57998896,SOLRYQR12A670215BF,Panama (Remastered Album Version),0.82448214,2009,209.2926,0.0,8.0,0.455,-4.865,1.0,0.48,206.623,140.995,1.0,0.41,TRAAFYL128E07856A7,The Best Of Both Worlds
ARTDQRC1187FB4EFD4,Black Eyed Peas,59.9167,10.75,"Los Angeles, CA",0.8456019,1.005942,SOCHRXB12A8AE48069,Let's Get It Started,0.6244255,2004,229.61588,0.0,11.0,0.205,-4.882,0.0,0.332,213.664,105.206,4.0,1.0,TRAAGCZ128F93210FD,Total Workout Running 102 - 135 - 84bpm Ideal For Jogging_ Running_ Treadmill & General Fitness
ARK9TRQ1187B99C095,Nine Inch Nails,41.50471,-81.69074,"Cleveland, OH",0.9057769,0.5984585,SOKBBXO12A6701DEA0,Metal,0.6355367,2000,426.8926,0.286,0.0,0.05,-12.951,0.0,0.395,399.9,63.017,4.0,0.378,TRAAGEC128E079252C,Things Falling Apart
ARODBRG1187FB3FD99,Nick Cave & The Bad Seeds,,,,0.69402164,0.47940767,SOWHYUG12A58A77FAB,She Fell Away (2009 Digital Remaster),0.6345381,2004,269.26974,3.889,9.0,0.052,-11.751,0.0,0.142,262.798,144.603,4.0,0.0,TRAAGGE128F9325E2C,Your Funeral... My Trial (2009 Digital Remaster)
ARMBYRO1187FB57419,Nadine Renee,,,,0.40838903,0.13924739,SOYSTDI12A6D4F6500,Next Time,0.19878535,2009,249.41669,0.647,2.0,0.883,-6.693,1.0,0.728,238.434,167.92,4.0,0.75,TRAAGHM128EF35CF8E,Oasis of Love
ARWY7I71187FB36C3D,Lesley Gore,40.71455,-74.00712,"New York, NY",0.60692537,0.3891008,SOOOROX12A6D4F8400,It's My Party,0.270776,1963,136.48933,0.229,9.0,0.386,-9.091,1.0,0.632,130.026,129.122,1.0,0.0,TRAAGJV128F1464090,60's Triple set
AR6Y22S1187B99906F,Smartbomb,,,,0.56246376,0.32248512,SONSPZE12AB01819CE,Complicate It,0.0,2001,233.27303,0.386,0.0,0.53,-2.658,1.0,0.501,231.178,132.022,4.0,0.782,TRAAGKF128F932D5A2,Yeah.  Well_ Anyway....
ARI5P4N1187FB3F44D,Suburbs,36.36,6.5999,Minnesota,0.4810046,0.33565184,SOHWGFU12AB017B036,Monde De Fou,0.2490658,2005,187.24525,0.107,1.0,0.842,-4.42,1.0,0.721,178.625,183.92,1.0,0.063,TRAAGKQ128F92EAF39,Un Titre de Toune
ARYPWUK1187B98ACED,Emperor,64.55653,12.66538,Norway,0.74296314,0.4533912,SOQQVQJ12AB0185192,Opus a Satana (Part 2),0.5692757,2005,72.61995,0.0,9.0,0.0,-11.051,0.0,0.0,68.365,89.867,4.0,0.476,TRAAGKS128F9314884,Live Inferno
ARW63KF1187B98AC48,Julien Clerc,46.71067,1.71819,FR,0.58547956,0.36438492,SODRHHD12AB0189F2A,This Melody (Live),0.0,2003,272.63956,2.775,2.0,0.633,-9.97,1.0,0.605,272.64,119.896,5.0,0.921,TRAAGMJ12903CAD7D4,Vendredi 13 - 1981
AR8H87D1187FB3A841,Glen Campbell,34.03142,-93.50243,"Delight, AR",0.6715963,0.48102424,SOQGFVO12A8C13C8C3,I'm Gone This Time,0.58597976,2006,142.75873,0.218,1.0,0.62,-11.335,0.0,0.814,135.546,137.29,4.0,0.0,TRAAGNL128F4299BF1,Unconditional Love
ARLWR721187B9A03C9,T.G. Sheppard,35.82213,-88.91599,"Humboldt, TN",0.44932362,0.3432819,SORABMD12A8C136672,You Feel Good All Over,0.38272327,2002,194.11546,0.089,5.0,1.0,-15.581,1.0,0.886,182.729,82.343,1.0,0.387,TRAAGOH128F42593CE,The Very Best Of
ARF4V431187FB3AA41,Slim Whitman,27.94653,-82.45927,"Tampa, FL",0.5164438,0.3866691,SOTUBVH12AB018D2EC,Indian Love Call,0.21508032,1990,195.91791,0.165,3.0,0.883,-11.98,1.0,0.735,192.087,91.487,4.0,0.0,TRAAGPF12903CE027E,Country Lovers. Vol. 3
ARBGWMW1187B9AEA3E,Savage Garden,5.55,-0.2167,CA,0.72820973,0.5380703,SOMQAGT12A8C132DB4,You Can Still Be Free,0.32773668,1999,118.33424,0.0,9.0,0.0,-11.215,0.0,0.0,118.334,84.69,5.0,0.678,TRAAGPH128F4273C8D,Affirmation
AR6G4V01187B9AD086,Queens Of The Stone Age,,,,0.7986452,0.55241334,SOKLLOH12A67020F2C,I Never Came,0.72512126,2005,288.4175,0.113,2.0,0.08,-8.165,1.0,0.665,279.179,115.606,4.0,0.0,TRAAGPJ128F428CD1B,Lullabies To Paralyze
ARVQ4QM1187B98AD95,Hank Penny & The Lincoln Penny Orchestra,33.52029,-86.8115,"Birmingham, AL",0.44585463,0.34759888,SONRLQH12AB017C232,Dixie,0.36727342,1969,123.21914,1.001,7.0,0.278,-12.69,0.0,0.482,118.079,126.523,1.0,0.0,TRAAGUA128F93236E8,It's War Again
